"cutoff","target","tissue","phenotype","module","term_id","term_name","p_value","intersection","length_intersection","source","IC"
"8","APP","DLPFC","AD","NFASC","GO:0048858","cell projection morphogenesis",0.00158167196388679,"NFASC,DSCAML1,ANK3,MAP1A,DIP2B,KIF1A,NCAM1,PTPRD,CNTN2,CLASP2,ALCAM",11,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","NFASC","GO:0015630","microtubule cytoskeleton",0.00182808407567007,"DLG1,EML2,MAPKBP1,KIF1B,MAP1A,STARD9,PKD2,TPPP,CAMSAP2,KIF1A,HID1,MAP6D1,MTCL2,CLASP2,CCP110,DDX3X",16,"GO:CC",4.56026377462561
"8","APP","DLPFC","AD","NFASC","GO:0099512","supramolecular fiber",0.00213870091003837,"DLG1,ANK3,KIF1B,MAP1A,TPPP,CAMSAP2,KIF1A,HID1,MAP6D1,MTCL2,CLASP2,ANK2",12,"GO:CC",4.86254464649855
"8","APP","DLPFC","AD","NFASC","GO:0030182","neuron differentiation",0.00216013473198202,"NFASC,DSCAML1,ANK3,MAP1A,EP300,DIP2B,CAMSAP2,KIF1A,NCAM1,STRN,PTPRD,CNTN2,PPP1R9A,CLASP2,ALCAM",15,"GO:BP",5.50812235342307
"8","APP","DLPFC","AD","NFASC","GO:0005794","Golgi apparatus",0.00220236367666745,"ARHGAP21,SORT1,MAN2A2,DLG1,ANK3,TRAPPC10,RNF144A,ASH1L,PKD2,TPPP,CAMSAP2,COPA,NCAM1,HID1,MAP6D1,TRRAP,CLASP2",17,"GO:CC",3.31373135588088
"8","APP","DLPFC","AD","NFASC","GO:0099081","supramolecular polymer",0.00240288880234121,"DLG1,ANK3,KIF1B,MAP1A,TPPP,CAMSAP2,KIF1A,HID1,MAP6D1,MTCL2,CLASP2,ANK2",12,"GO:CC",4.86254464649855
"8","APP","DLPFC","AD","NFASC","GO:0007409","axonogenesis",0.00246604214543069,"NFASC,DSCAML1,ANK3,MAP1A,DIP2B,NCAM1,CNTN2,CLASP2,ALCAM",9,"GO:BP",Inf
"8","APP","DLPFC","AD","NFASC","GO:0043194","axon initial segment",0.00265124817672234,"NFASC,ANK3,MAP1A",3,"GO:CC",Inf
"8","APP","DLPFC","AD","NFASC","GO:0033268","node of Ranvier",0.00265124817672234,"NFASC,ANK3,CNTN2",3,"GO:CC",Inf
"8","APP","DLPFC","AD","NFASC","GO:0005911","cell-cell junction",0.00303675966630484,"DLG1,ANK3,FRMD5,ASH1L,PKD2,STRN,CDC42BPA,DLG2,ANK2",9,"GO:CC",4.70002571700077
"8","APP","DLPFC","AD","NFASC","GO:0070161","anchoring junction",0.00314836075031772,"NFASC,DLG1,ANK3,FRMD5,ASH1L,PKD2,STRN,CDC42BPA,DLG2,CLASP2,ANK2,ALCAM",12,"GO:CC",4.70002571700077
"8","APP","DLPFC","AD","NFASC","GO:0022008","neurogenesis",0.00437251045831687,"NFASC,DSCAML1,ANK3,MAP1A,EP300,DIP2B,TPPP,CAMSAP2,KIF1A,NCAM1,STRN,PTPRD,CNTN2,PPP1R9A,CLASP2,ALCAM",16,"GO:BP",5.28497880210886
"8","APP","DLPFC","AD","NFASC","GO:0048699","generation of neurons",0.00439413182617548,"NFASC,DSCAML1,ANK3,MAP1A,EP300,DIP2B,CAMSAP2,KIF1A,NCAM1,STRN,PTPRD,CNTN2,PPP1R9A,CLASP2,ALCAM",15,"GO:BP",5.44749773160663
"8","APP","DLPFC","AD","NFASC","GO:0099513","polymeric cytoskeletal fiber",0.00476578324856904,"DLG1,KIF1B,MAP1A,TPPP,CAMSAP2,KIF1A,HID1,MAP6D1,MTCL2,CLASP2",10,"GO:CC",5.49853341321854
"8","APP","DLPFC","AD","NFASC","GO:0045211","postsynaptic membrane",0.00708425416284706,"DLG1,ANK3,STRN,CNTN2,DLG2",5,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","NFASC","GO:0000902","cell morphogenesis",0.00727265287103259,"NFASC,DSCAML1,DLG1,ANK3,MAP1A,DIP2B,KIF1A,NCAM1,PTPRD,CNTN2,CLASP2,ALCAM",12,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","NFASC","GO:0045202","synapse",0.0105879682572023,"DLG1,ANK3,MAP1A,TPPP,STRN,PTPRD,CNTN2,SYNJ2,CHN2,DLG2,PPP1R9A",11,"GO:CC",5.29786271775639
"8","APP","DLPFC","AD","NFASC","GO:0007399","nervous system development",0.0106158952139605,"NFASC,RAPGEF5,DSCAML1,ANK3,MAP1A,EP300,AATK,DIP2B,PKD2,TPPP,CAMSAP2,KIF1A,NCAM1,STRN,PTPRD,CNTN2,PPP1R9A,CLASP2,ALCAM",19,"GO:BP",4.8467238711777
"8","APP","DLPFC","AD","NFASC","GO:0000226","microtubule cytoskeleton organization",0.016173621230457,"DLG1,EML2,MAP1A,STARD9,PKD2,TPPP,CAMSAP2,MAP6D1,CLASP2,STK36,CCP110",11,"GO:BP",5.1452168597337
"8","APP","DLPFC","AD","NFASC","GO:0099642","retrograde axonal protein transport",0.0218594576866836,"MAP1A,DLG2",2,"GO:BP",Inf
"8","APP","DLPFC","AD","NFASC","GO:0098794","postsynapse",0.0221090973363514,"DLG1,ANK3,TPPP,STRN,CNTN2,DLG2,PPP1R9A",7,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","NFASC","GO:0099080","supramolecular complex",0.0280614109563242,"DLG1,ANK3,KIF1B,MAP1A,TPPP,CAMSAP2,KIF1A,HID1,MAP6D1,MTCL2,CLASP2,ANK2,DDX3X",13,"GO:CC",4.08484007791054
"8","APP","DLPFC","AD","NFASC","GO:0008089","anterograde axonal transport",0.0287585762463532,"KIF1B,MAP1A,KIF1A,DLG2",4,"GO:BP",Inf
"8","APP","DLPFC","AD","NFASC","GO:0070507","regulation of microtubule cytoskeleton organization",0.0292405044370085,"EML2,MAP1A,TPPP,CAMSAP2,MAP6D1,CLASP2",6,"GO:BP",6.48895160643479
"8","APP","DLPFC","AD","NFASC","GO:0045180","basal cortex",0.0333436555224943,"PKD2,CLASP2",2,"GO:CC",Inf
"8","APP","DLPFC","AD","NFASC","GO:0007010","cytoskeleton organization",0.035841222289368,"MICAL3,DLG1,EML2,FRMD5,MAP1A,STARD9,PKD2,TPPP,CAMSAP2,LIMCH1,MAP6D1,CDC42BPA,PPP1R9A,CLASP2,STK36,CCP110",16,"GO:BP",4.56713900895854
"8","APP","DLPFC","AD","NFASC","GO:0045178","basal part of cell",0.0374365317030876,"DLG1,ANK3,PKD2,DLG2,CLASP2,ANK2",6,"GO:CC",Inf
"8","APP","DLPFC","AD","NFASC","GO:0008090","retrograde axonal transport",0.0431215132624876,"MAP1A,KIF1A,DLG2",3,"GO:BP",Inf
"8","APP","DLPFC","AD","PLPP5","GO:0046395","carboxylic acid catabolic process",5.70671485453646e-05,"RIDA,ECHDC2,ECI2,ALDH1L1,ALDH4A1,DECR1,HADHA,ACOX1,NPL",9,"GO:BP",6.48895160643479
"8","APP","DLPFC","AD","PLPP5","GO:0016054","organic acid catabolic process",5.70671485453646e-05,"RIDA,ECHDC2,ECI2,ALDH1L1,ALDH4A1,DECR1,HADHA,ACOX1,NPL",9,"GO:BP",6.48895160643479
"8","APP","DLPFC","AD","PLPP5","GO:0044248","cellular catabolic process",0.000481567838427577,"RIDA,ECHDC2,ECI2,ALDH1L1,ALDH4A1,DECR1,HADHA,ACOX1,NPL",9,"GO:BP",4.56713900895854
"8","APP","DLPFC","AD","PLPP5","GO:0019395","fatty acid oxidation",0.000965325603671584,"ECHDC2,ECI2,DECR1,SOX9,HADHA,ACOX1",6,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","PLPP5","GO:0044282","small molecule catabolic process",0.00112840009593893,"RIDA,ECHDC2,ECI2,ALDH1L1,ALDH4A1,DECR1,HADHA,ACOX1,NPL",9,"GO:BP",6.08348649832663
"8","APP","DLPFC","AD","PLPP5","GO:0034440","lipid oxidation",0.00132486788447483,"ECHDC2,ECI2,DECR1,SOX9,HADHA,ACOX1",6,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","PLPP5","GO:0030258","lipid modification",0.00197331833654629,"PLPP5,ECHDC2,ECI2,DECR1,SOX9,HADHA,ACOX1",7,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","PLPP5","GO:0006635","fatty acid beta-oxidation",0.00405865029767048,"ECHDC2,ECI2,DECR1,HADHA,ACOX1",5,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","PLPP5","GO:0042579","microbody",0.0178441542957765,"RIDA,ECI2,HSDL2,ACOX1,MGST1",5,"GO:CC",Inf
"8","APP","DLPFC","AD","PLPP5","GO:0005777","peroxisome",0.0178441542957765,"RIDA,ECI2,HSDL2,ACOX1,MGST1",5,"GO:CC",Inf
"8","APP","DLPFC","AD","PLPP5","GO:0009062","fatty acid catabolic process",0.0249932378358821,"ECHDC2,ECI2,DECR1,HADHA,ACOX1",5,"GO:BP",7.18209878699474
"8","APP","DLPFC","AD","PLPP5","GO:0005739","mitochondrion",0.048042454130071,"GPT2,RIDA,SLC44A2,ECHDC2,LGALS3,ECI2,ALDH4A1,HSDL2,DECR1,BBOX1,MAOA,HADHA,MGST1,ACSS3",14,"GO:CC",1.81802220877512
"8","APP","DLPFC","AD","PLPP5","GO:0072329","monocarboxylic acid catabolic process",0.0489229533462607,"ECHDC2,ECI2,DECR1,HADHA,ACOX1",5,"GO:BP",7.18209878699474
"8","APP","DLPFC","AD","PPP2CA","GO:0043005","neuron projection",7.88370879183314e-06,"EPB41L3,SYNJ1,HCN1,ATP2B2,NSF,GABRA1,SV2A,MARK1,RASGRF1,CNTNAP2,SNAP25",11,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0045202","synapse",1.50945329331511e-05,"NPTN,SNAP91,SYNJ1,DNAJC6,DLGAP1,ATP2B2,NSF,GABRA1,SV2A,SNAP25",10,"GO:CC",5.29786271775639
"8","APP","DLPFC","AD","PPP2CA","GO:0005886","plasma membrane",6.73572066408155e-05,"EPB41L3,NPTN,SNAP91,SYNJ1,PRKCE,HCN1,DLGAP1,OPCML,ATP2B2,STXBP1,NSF,KCNQ5,GABRA1,SV2A,MARK1,ATP6V1C1,PJA2,ATP2A2,RASGRF1,CNTNAP2,SNAP25",21,"GO:CC",2.63316295752779
"8","APP","DLPFC","AD","PPP2CA","GO:0120025","plasma membrane bounded cell projection",8.9416686175347e-05,"EPB41L3,SYNJ1,HCN1,ATP2B2,NSF,GABRA1,SV2A,MARK1,PJA2,RASGRF1,CNTNAP2,PRKACB,SNAP25",13,"GO:CC",4.32846216056829
"8","APP","DLPFC","AD","PPP2CA","GO:0032589","neuron projection membrane",9.02473703582532e-05,"EPB41L3,ATP2B2,GABRA1,CNTNAP2",4,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0042995","cell projection",9.97189930985759e-05,"EPB41L3,SYNJ1,HCN1,ATP2B2,NSF,GABRA1,SV2A,MARK1,PJA2,RASGRF1,CNTNAP2,PRKACB,SNAP25",13,"GO:CC",4.32846216056829
"8","APP","DLPFC","AD","PPP2CA","GO:0030054","cell junction",0.000204145086487987,"EPB41L3,NPTN,SNAP91,YWHAG,SYNJ1,DNAJC6,DLGAP1,ATP2B2,NSF,GABRA1,SV2A,SNAP25",12,"GO:CC",4.26177078606962
"8","APP","DLPFC","AD","PPP2CA","GO:0071944","cell periphery",0.00034542481243832,"EPB41L3,NPTN,SNAP91,SYNJ1,PRKCE,HCN1,DLGAP1,OPCML,ATP2B2,STXBP1,NSF,KCNQ5,GABRA1,SV2A,MARK1,ATP6V1C1,PJA2,ATP2A2,RASGRF1,CNTNAP2,SNAP25",21,"GO:CC",2.43306780164988
"8","APP","DLPFC","AD","PPP2CA","GO:0097060","synaptic membrane",0.000794705807635909,"NPTN,SNAP91,SYNJ1,ATP2B2,SNAP25",5,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","PPP2CA","GO:0017075","syntaxin-1 binding",0.00120505868018346,"STXBP1,NSF,SNAP25",3,"GO:MF",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0098916","anterograde trans-synaptic signaling",0.00133559553258952,"NPTN,YWHAG,SYNJ1,DLGAP1,STXBP1,GABRA1,RASGRF1,SNAP25",8,"GO:BP",5.02261453764137
"8","APP","DLPFC","AD","PPP2CA","GO:0007268","chemical synaptic transmission",0.00133559553258952,"NPTN,YWHAG,SYNJ1,DLGAP1,STXBP1,GABRA1,RASGRF1,SNAP25",8,"GO:BP",5.02261453764137
"8","APP","DLPFC","AD","PPP2CA","GO:0099537","trans-synaptic signaling",0.00144246198810003,"NPTN,YWHAG,SYNJ1,DLGAP1,STXBP1,GABRA1,RASGRF1,SNAP25",8,"GO:BP",5.02261453764137
"8","APP","DLPFC","AD","PPP2CA","GO:0016082","synaptic vesicle priming",0.00183305234407635,"SYNJ1,STXBP1,SNAP25",3,"GO:BP",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0099504","synaptic vesicle cycle",0.00201829868908555,"SNAP91,SYNJ1,DNAJC6,STXBP1,SNAP25",5,"GO:BP",5.9781259826688
"8","APP","DLPFC","AD","PPP2CA","GO:0016020","membrane",0.00203885728392046,"PPP2CA,EPB41L3,NPTN,SNAP91,YWHAG,SYNJ1,PRKCE,HCN1,DLGAP1,OPCML,ATP2B2,STXBP1,NSF,KCNQ5,GABRA1,SV2A,MARK1,ATP6V1C1,PJA2,ATP2A2,RASGRF1,CNTNAP2,SNAP25,ATL1",24,"GO:CC",1.29052953252392
"8","APP","DLPFC","AD","PPP2CA","GO:0099536","synaptic signaling",0.00206356589421252,"NPTN,YWHAG,SYNJ1,DLGAP1,STXBP1,GABRA1,RASGRF1,SNAP25",8,"GO:BP",4.98487420965852
"8","APP","DLPFC","AD","PPP2CA","GO:1902495","transmembrane transporter complex",0.00209679278246003,"HCN1,KCNQ5,ATP6V1C1,ATP2A2,CNTNAP2,SNAP25",6,"GO:CC",4.56026377462561
"8","APP","DLPFC","AD","PPP2CA","GO:0030182","neuron differentiation",0.00212237661763017,"EPB41L3,NPTN,YWHAG,OPCML,ATP2B2,STXBP1,MARK1,RASGRF1,CNTNAP2,ATL1",10,"GO:BP",5.50812235342307
"8","APP","DLPFC","AD","PPP2CA","GO:0008076","voltage-gated potassium channel complex",0.00213441192402146,"HCN1,KCNQ5,CNTNAP2,SNAP25",4,"GO:CC",6.59714570188665
"8","APP","DLPFC","AD","PPP2CA","GO:0099003","vesicle-mediated transport in synapse",0.00238378304169038,"SNAP91,SYNJ1,DNAJC6,STXBP1,SNAP25",5,"GO:BP",5.57266087456064
"8","APP","DLPFC","AD","PPP2CA","GO:1990351","transporter complex",0.00330872190954337,"HCN1,KCNQ5,ATP6V1C1,ATP2A2,CNTNAP2,SNAP25",6,"GO:CC",4.47688216568656
"8","APP","DLPFC","AD","PPP2CA","GO:0034705","potassium channel complex",0.00349790546599388,"HCN1,KCNQ5,CNTNAP2,SNAP25",4,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","PPP2CA","GO:0030425","dendrite",0.00353732148697581,"HCN1,ATP2B2,NSF,GABRA1,MARK1,CNTNAP2",6,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0048699","generation of neurons",0.00356690253142493,"EPB41L3,NPTN,YWHAG,OPCML,ATP2B2,STXBP1,MARK1,RASGRF1,CNTNAP2,ATL1",10,"GO:BP",5.44749773160663
"8","APP","DLPFC","AD","PPP2CA","GO:0097447","dendritic tree",0.0037170277957735,"HCN1,ATP2B2,NSF,GABRA1,MARK1,CNTNAP2",6,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0030424","axon",0.0037170277957735,"EPB41L3,SYNJ1,HCN1,RASGRF1,CNTNAP2,SNAP25",6,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0098590","plasma membrane region",0.00647349080778615,"EPB41L3,NPTN,SNAP91,SYNJ1,ATP2B2,GABRA1,CNTNAP2,SNAP25",8,"GO:CC",4.86254464649855
"8","APP","DLPFC","AD","PPP2CA","GO:0031256","leading edge membrane",0.006979448168362,"EPB41L3,ATP2B2,GABRA1,CNTNAP2",4,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0000149","SNARE binding",0.00835066732281506,"SNAP91,STXBP1,NSF,SNAP25",4,"GO:MF",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0098793","presynapse",0.0100980716322917,"NPTN,SNAP91,SYNJ1,SV2A,SNAP25",5,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0022008","neurogenesis",0.0113307261265703,"EPB41L3,NPTN,YWHAG,OPCML,ATP2B2,STXBP1,MARK1,RASGRF1,CNTNAP2,ATL1",10,"GO:BP",5.28497880210886
"8","APP","DLPFC","AD","PPP2CA","GO:0030673","axolemma",0.0116166813067048,"EPB41L3,CNTNAP2",2,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0061024","membrane organization",0.012401337343861,"EPB41L3,SNAP91,SYNJ1,STXBP1,NSF,CNTNAP2,SNAP25,ATL1",8,"GO:BP",3.24375847324922
"8","APP","DLPFC","AD","PPP2CA","GO:0036477","somatodendritic compartment",0.0168997901013746,"HCN1,ATP2B2,NSF,GABRA1,MARK1,CNTNAP2",6,"GO:CC",7.69575799055476
"8","APP","DLPFC","AD","PPP2CA","GO:0098794","postsynapse",0.0189165743102624,"DNAJC6,DLGAP1,ATP2B2,NSF,GABRA1",5,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","PPP2CA","GO:0042734","presynaptic membrane",0.0189960994810682,"NPTN,SNAP91,SNAP25",3,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0019829","ATPase-coupled monoatomic cation transmembrane transporter activity",0.0197584679418901,"ATP2B2,ATP6V1C1,ATP2A2",3,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","PPP2CA","GO:0099572","postsynaptic specialization",0.0241385087009184,"DNAJC6,DLGAP1,ATP2B2,NSF",4,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0071205","protein localization to juxtaparanode region of axon",0.0251044744469018,"EPB41L3,CNTNAP2",2,"GO:BP",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0043933","protein-containing complex organization",0.0253323783568144,"PPP2CA,SYNJ1,PRKCE,DNAJC6,HCN1,STXBP1,NSF,ATP2A2,PRKACB,SNAP25,ATL1",11,"GO:BP",3.22446527031454
"8","APP","DLPFC","AD","PPP2CA","GO:0044224","juxtaparanode region of axon",0.0302998170679472,"EPB41L3,CNTNAP2",2,"GO:CC",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0048666","neuron development",0.0361374104547684,"EPB41L3,NPTN,OPCML,STXBP1,MARK1,RASGRF1,CNTNAP2,ATL1",8,"GO:BP",7.18209878699474
"8","APP","DLPFC","AD","PPP2CA","GO:0019905","syntaxin binding",0.0398043154682326,"STXBP1,NSF,SNAP25",3,"GO:MF",Inf
"8","APP","DLPFC","AD","PPP2CA","GO:0005388","P-type calcium transporter activity",0.039824503367696,"ATP2B2,ATP2A2",2,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","PPP2CA","GO:0099612","protein localization to axon",0.0417976799254968,"EPB41L3,CNTNAP2",2,"GO:BP",Inf
"8","APP","DLPFC","AD","PRKAR1A","GO:0034236","protein kinase A catalytic subunit binding",0.00475183747484667,"PRKAR1A,PJA2",2,"GO:MF",Inf
"8","APP","DLPFC","AD","PRKAR1A","GO:0007611","learning or memory",0.0465462949707094,"PJA2,PAFAH1B1,ATAD1",3,"GO:BP",Inf
"8","APP","DLPFC","AD","PTAR1","GO:0060576","intestinal epithelial cell development",0.000875320473951167,"IL6ST,YAP1",2,"GO:BP",Inf
"8","APP","DLPFC","AD","PTAR1","GO:0060575","intestinal epithelial cell differentiation",0.00655678863502863,"IL6ST,YAP1",2,"GO:BP",Inf
"8","APP","DLPFC","AD","PTAR1","GO:0070102","interleukin-6-mediated signaling pathway",0.0222563414793154,"IL6ST,YAP1",2,"GO:BP",Inf
"8","APP","DLPFC","AD","PTAR1","GO:0002066","columnar/cuboidal epithelial cell development",0.0305290287419982,"IL6ST,YAP1",2,"GO:BP",Inf
"8","APP","DLPFC","AD","PTAR1","GO:0160089","internal N(7)-methylguanine-containing RNA reader activity",0.0499992285833324,"QKI",1,"GO:MF",NA
"8","APP","DLPFC","AD","RPL36","GO:0002181","cytoplasmic translation",1.70844769125689e-07,"RPL36,RPS19,RPL13A,EEF1D,RPS17,RPS16",6,"GO:BP",3.72683418406231
"8","APP","DLPFC","AD","RPL36","GO:0022626","cytosolic ribosome",3.11202403242855e-07,"RPL36,RPS19,RPL13A,RPS17,RPS16",5,"GO:CC",4.26177078606962
"8","APP","DLPFC","AD","RPL36","GO:0003735","structural constituent of ribosome",1.68876987276526e-06,"RPL36,RPS19,RPL13A,RPS17,RPS16",5,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","RPL36","GO:0044391","ribosomal subunit",3.31634045751128e-06,"RPL36,RPS19,RPL13A,RPS17,RPS16",5,"GO:CC",2.96837017184242
"8","APP","DLPFC","AD","RPL36","GO:0005840","ribosome",7.92193151482378e-06,"RPL36,RPS19,RPL13A,RPS17,RPS16",5,"GO:CC",2.96837017184242
"8","APP","DLPFC","AD","RPL36","GO:0022627","cytosolic small ribosomal subunit",0.000171937311672866,"RPS19,RPS17,RPS16",3,"GO:CC",4.26177078606962
"8","APP","DLPFC","AD","RPL36","GO:0006412","translation",0.000354384877113468,"RPL36,RPS19,RPL13A,EEF1D,RPS17,RPS16",6,"GO:BP",2.7592501578006
"8","APP","DLPFC","AD","RPL36","GO:0005829","cytosol",0.000797929697317106,"RPL36,RPS19,RPL13A,EEF1D,WASF2,RPS17,RPS16,RAB13,SERPINB6,CFLAR",10,"GO:CC",3.52137072065912
"8","APP","DLPFC","AD","RPL36","GO:0032040","small-subunit processome",0.000823436424042433,"RPS19,RPS17,RPS16",3,"GO:CC",Inf
"8","APP","DLPFC","AD","RPL36","GO:0015935","small ribosomal subunit",0.000931430773920205,"RPS19,RPS17,RPS16",3,"GO:CC",3.58488412638145
"8","APP","DLPFC","AD","RPL36","GO:1990904","ribonucleoprotein complex",0.00121045584924382,"RPL36,RPS19,RPL13A,RPS17,RPS16",5,"GO:CC",2.43826261852698
"8","APP","DLPFC","AD","RPL36","GO:0005198","structural molecule activity",0.00215597657375236,"RPL36,RPS19,RPL13A,RPS17,RPS16",5,"GO:MF",2.96756139658729
"8","APP","DLPFC","AD","RPL36","GO:0030684","preribosome",0.00248928602531237,"RPS19,RPS17,RPS16",3,"GO:CC",Inf
"8","APP","DLPFC","AD","RPL36","GO:0070161","anchoring junction",0.00267724941666422,"RPS19,RPL13A,RPS17,RPS16,RAB13",5,"GO:CC",4.70002571700077
"8","APP","DLPFC","AD","RPL36","GO:0005925","focal adhesion",0.00468361302297243,"RPS19,RPL13A,RPS17,RPS16",4,"GO:CC",Inf
"8","APP","DLPFC","AD","RPL36","GO:0030055","cell-substrate junction",0.00507617047047173,"RPS19,RPL13A,RPS17,RPS16",4,"GO:CC",Inf
"8","APP","DLPFC","AD","RPL36","GO:0032991","protein-containing complex",0.0113171670076093,"RPL36,RPS19,RPL13A,EEF1D,WASF2,RPS17,RPS16,SERPINB6,CFLAR",9,"GO:CC",0.789003211906208
"8","APP","DLPFC","AD","RPL36","GO:0034101","erythrocyte homeostasis",0.0168011031308459,"RPS19,RPS17,CFLAR",3,"GO:BP",7.5875638951029
"8","APP","DLPFC","AD","RPL36","GO:0042274","ribosomal small subunit biogenesis",0.0235587232295218,"RPS19,RPS17,RPS16",3,"GO:BP",7.18209878699474
"8","APP","DLPFC","AD","RPL36","GO:0002262","myeloid cell homeostasis",0.025095339561429,"RPS19,RPS17,CFLAR",3,"GO:BP",7.5875638951029
"8","APP","DLPFC","AD","RPL36","GO:0022625","cytosolic large ribosomal subunit",0.0450198712581852,"RPL36,RPL13A",2,"GO:CC",Inf
"8","APP","DLPFC","AD","RPS10","GO:0022626","cytosolic ribosome",1.14651822725782e-30,"RPS10,RPS12,RPS13,RPS27A,RPL11,RPS23,RPL36,RPS15A,RPL23A,RPS21,RPL27A,RPS4X,RPL18A,RPL39,RPS27,RPS17",16,"GO:CC",4.26177078606962
"8","APP","DLPFC","AD","RPS10","GO:0003735","structural constituent of ribosome",7.26359907256387e-29,"RPS10,RPS12,RPS13,RPS27A,RPL11,RPS23,RPL36,RPS15A,RPL23A,RPS21,RPL27A,RPS4X,RPL18A,RPL39,RPS27,RPS17",16,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","RPS10","GO:0044391","ribosomal subunit",3.18955140688863e-27,"RPS10,RPS12,RPS13,RPS27A,RPL11,RPS23,RPL36,RPS15A,RPL23A,RPS21,RPL27A,RPS4X,RPL18A,RPL39,RPS27,RPS17",16,"GO:CC",2.96837017184242
"8","APP","DLPFC","AD","RPS10","GO:0002181","cytoplasmic translation",4.03001961962918e-27,"RPS10,RPS12,RPS13,RPS27A,RPL11,RPS23,RPL36,RPS15A,RPL23A,RPS21,RPL27A,RPS4X,RPL18A,RPL39,RPS27,RPS17",16,"GO:BP",3.72683418406231
"8","APP","DLPFC","AD","RPS10","GO:0005840","ribosome",5.74019589248737e-26,"RPS10,RPS12,RPS13,RPS27A,RPL11,RPS23,RPL36,RPS15A,RPL23A,RPS21,RPL27A,RPS4X,RPL18A,RPL39,RPS27,RPS17",16,"GO:CC",2.96837017184242
"8","APP","DLPFC","AD","RPS10","GO:0006412","translation",3.02853261628457e-20,"RPS10,RPS12,RPS13,RPS27A,RPL11,RPS23,EEF1G,RPL36,RPS15A,RPL23A,RPS21,RPL27A,RPS4X,RPL18A,RPL39,RPS27,RPS17",17,"GO:BP",2.7592501578006
"8","APP","DLPFC","AD","RPS10","GO:0022627","cytosolic small ribosomal subunit",5.56355349039901e-20,"RPS10,RPS12,RPS13,RPS27A,RPS23,RPS15A,RPS21,RPS4X,RPS27,RPS17",10,"GO:CC",4.26177078606962
"8","APP","DLPFC","AD","RPS10","GO:1990904","ribonucleoprotein complex",9.35747529590248e-19,"RPS10,RPS12,RPS13,RPS27A,RPL11,RPS23,RPL36,RPS15A,RPL23A,RPS21,RPL27A,RPS4X,RPL18A,RPL39,RPS27,RPS17",16,"GO:CC",2.43826261852698
"8","APP","DLPFC","AD","RPS10","GO:0005198","structural molecule activity",1.37552486552727e-18,"RPS10,RPS12,RPS13,RPS27A,RPL11,RPS23,RPL36,RPS15A,RPL23A,RPS21,RPL27A,RPS4X,RPL18A,RPL39,RPS27,RPS17",16,"GO:MF",2.96756139658729
"8","APP","DLPFC","AD","RPS10","GO:0015935","small ribosomal subunit",2.36814812826404e-17,"RPS10,RPS12,RPS13,RPS27A,RPS23,RPS15A,RPS21,RPS4X,RPS27,RPS17",10,"GO:CC",3.58488412638145
"8","APP","DLPFC","AD","RPS10","GO:0032040","small-subunit processome",8.78457762374655e-13,"RPS12,RPS13,RPS27A,RPS23,RPS15A,RPS4X,RPS27,RPS17",8,"GO:CC",Inf
"8","APP","DLPFC","AD","RPS10","GO:0003723","RNA binding",2.09219074462641e-12,"RPS10,RPS12,RPS13,RPS27A,RPL11,RPS23,RPL36,RPS15A,RPL23A,RPS21,RPL27A,RPS4X,RPL18A,RPL39,RPS27,RPS17",16,"GO:MF",3.2188758248682
"8","APP","DLPFC","AD","RPS10","GO:0030684","preribosome",1.855557438316e-11,"RPS12,RPS13,RPS27A,RPS23,RPS15A,RPS4X,RPS27,RPS17",8,"GO:CC",Inf
